,Akkermansia muciniphila [1008],Prevotella timonensis [1058],Prevotella buccalis [1059],Prevotella oralis [1060],unnamed Prevotella sp. oral taxon 299 [1061],unnamed Prevotella sp. oral taxon 317 [1062],unnamed Prevotella sp. oral taxon 472 [1063],Prevotella marshii [1064],Prevotella buccae [1065],Prevotella bergensis [1066],Prevotella dentalis [1067],Prevotella multisaccharivorax [1068],Prevotella nigrescens [1069],Prevotella pallens [1070],Prevotella disiens [1071],Prevotella denticola [1072],Prevotella multiformis [1073],Prevotella melaninogenica [1074],Prevotella veroralis [1075],Prevotella bivia [1076],Prevotella amnii [1077],Prevotella oris [1078],Prevotella salivae [1079],Prevotella oulorum [1080],Prevotella copri [1081],Prevotella bryantii [1082],Prevotella ruminicola [1083],Paraprevotella xylaniphila [1087],Prevotella tannerae [1112],unidentified eubacterium SCB49 [1145],Eubacterium biforme [1275],Eubacterium cylindroides [1276],Eubacterium dolichum [1280],Streptococcus criceti [1371],Streptococcus downei [1372],Streptococcus mutans [1373],Streptococcus macacae [1374],Streptococcus thermophilus [1375],Streptococcus vestibularis [1376],Streptococcus salivarius [1377],unnamed Streptococcus sp. C150 [1378],Streptococcus gallolyticus [1379],Streptococcus infantarius [1380],Streptococcus equinus [1381],Streptococcus equi [1382],Streptococcus parauberis [1383],Streptococcus ictaluri [1384],Streptococcus porcinus [1385],Streptococcus pseudoporcinus [1386],Streptococcus uberis [1387],Streptococcus agalactiae [1388],Streptococcus pyogenes [1389],Streptococcus dysgalactiae [1390],Streptococcus urinalis [1391],Streptococcus suis [1392],Streptococcus anginosus [1393],Streptococcus anginosus [1394],Streptococcus constellatus [1395],Streptococcus cristatus [1396],Streptococcus sanguinis [1397],Streptococcus gordonii [1398],unnamed Streptococcus sp. oral taxon 056 [1399],Streptococcus pneumoniae [1400],Streptococcus pseudopneumoniae [1401],Streptococcus mitis [1402],Streptococcus mitis [1403],Streptococcus mitis [1404],unnamed Streptococcus sp. M334 [1405],Streptococcus mitis [1406],unnamed Streptococcus sp. M143 [1407],Streptococcus mitis [1408],Streptococcus mitis [1409],Streptococcus oralis [1410],Streptococcus oralis [1411],Streptococcus sanguinis [1412],unnamed Streptococcus sp. oral taxon 071 [1413],Streptococcus mitis [1414],Streptococcus infantis [1415],Streptococcus infantis [1416],Streptococcus infantis [1417],Streptococcus infantis [1418],Streptococcus peroris [1419],Streptococcus australis [1420],Streptococcus parasanguinis [1421],Fusobacterium gonidiaformans [1476],unnamed Fusobacterium sp. D12 [1477],Fusobacterium periodonticum [1478],Fusobacterium nucleatum [1479],Fusobacterium nucleatum [1480],unclassified Fusobacterium [1481],unclassified Fusobacterium [1482],Fusobacterium ulcerans [1483],Fusobacterium varium [1484],Fusobacterium mortiferum [1485],Peptostreptococcus stomatis [1530],Peptostreptococcus anaerobius [1531],[Eubacterium] yurii [1536],Eubacterium saphenum [1563],Eubacterium siraeum [1564],Faecalibacterium prausnitzii [1574],Faecalibacterium prausnitzii [1575],Faecalibacterium prausnitzii [1576],Faecalibacterium prausnitzii [1577],Eubacterium limosum [1582],Lachnospiraceae oral taxon 107 [1590],Eubacterium saburreum [1591],Eubacterium hallii [1597],unnamed Lachnospiraceae bacterium 1_4_56FAA [1612],unclassified Lachnospiraceae [1614],unnamed Lachnospiraceae bacterium 2_1_46FAA [1615],unnamed Lachnospiraceae bacterium 3_1_57FAA_CT1 [1624],Eubacterium eligens [1627],Eubacterium ventriosum [1629],Eubacterium rectale [1630],Roseburia intestinalis [1631],Roseburia inulinivorans [1632],Roseburia hominis [1633],Eubacterium cellulosolvens [1636],Escherichia coli [390],Escherichia albertii [391],Bifidobacterium animalis [967],Bifidobacterium bifidum [968],Bifidobacterium breve [969],Bifidobacterium longum [970],Bifidobacterium dentium [971],Bifidobacterium adolescentis [972],Bifidobacterium catenulatum-Bifidobacterium pseudocatenulatum complex [973],Bifidobacterium angulatum [974],Bifidobacterium gallicum [975]
CCIS25399172ST-4-0,0.038158795,0.0,1.25e-05,0.0,0.0,0.0,0.0,0.0,3.91e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035581803,0.0,0.0,0.000186472,0.0,0.0,3.39e-05,0.000132837,0.0,0.0,0.0,0.0,0.0,0.000498099,1.43e-05,7.09e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71e-06,2.57e-05,2.97e-05,5.03e-06,7.91e-06,1.64e-05,1.31e-05,0.0,1.73e-05,2.39e-06,1.44e-05,1.44e-05,1.33e-06,0.0,3.01e-05,0.0,0.0,0.0,0.0,7.02e-06,2.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001126429,0.004112652,0.009006425,0.015933913,0.002845366,0.0,0.0,0.0,0.000287806,1.55e-05,0.0,0.0,0.000412992,0.000911929,2.82e-05,0.000209803,0.000806504,0.001194088,0.000690377,0.0,0.003038132,0.0,1.24e-05,0.000417315,0.0,7.31e-05,0.0,0.000103661,2.29e-05,1.41e-05,0.0
CCIS34055159ST-4-0,5.82e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014727945,0.0,0.0,0.000465649,0.0,0.0,0.000405798,0.0,0.0,0.0,0.0,0.000135667,5.71e-06,0.00011991,0.000497417,0.001043325,9.65e-05,2.84e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000225285,0.00061254,5.15e-05,1.48e-05,0.0,3.08e-05,5.67e-06,5.84e-05,3.08e-05,0.000173329,9.1e-05,6.3e-05,4.98e-05,2.67e-05,4.01e-05,2.44e-05,1.21e-05,0.000262713,0.000102099,0.000109998,5.64e-05,5.12e-05,9e-05,7.18e-06,5.34e-05,0.000142519,3.41e-05,1.63e-05,0.003141548,0.0,0.0,1.76e-05,1.54e-05,1.48e-05,0.000233537,5.13e-05,0.0,0.0,9.16e-05,0.00058775,0.0,0.0,0.0,3.83e-05,0.002817258,0.015539581,0.057535081,0.029878122,0.0,0.0,0.0,8.65e-05,0.000593454,0.0,0.0,2.09e-05,0.000207218,0.000103209,0.014580668,0.000822867,0.10164333,0.000102448,0.0,0.285731881,3.77e-05,0.0,0.0,0.0,0.000813152,0.000147288,2.67e-05,8.9e-06,2.6e-06,0.0
CCIS76845094ST-20-0,2.85e-05,1.91e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002415086,2.38e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32e-06,0.0,0.0,0.0,0.0,0.0,8.59e-07,7.29e-06,0.0,0.0,6.3e-06,0.000181719,0.0,6.1e-05,9.94e-06,0.000122906,3e-05,7.92e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11e-06,0.000111635,0.0,0.0,0.001204163,0.000345001,2.16e-05,1.46e-05,2.11e-05,4.24e-05,1.38e-05,5.01e-05,2.27e-05,7.36e-05,2.39e-05,8.77e-05,8.35e-05,4.83e-06,0.00011421,3.39e-05,0.000110258,0.003859741,0.000440245,0.000880322,0.000249694,0.00017712,1.65e-05,2.45e-05,5.76e-06,0.0,0.0,3.21e-05,1.98e-05,0.0,0.0,0.0,6.76e-06,0.0,0.001295489,3.01e-05,0.0,0.0,0.0,0.002045821,0.000800045,0.0,0.0,0.000102212,0.004417165,0.029423019,0.005446124,0.013915809,1.45e-06,0.0,0.0,0.008058237,3.8e-05,1.75e-06,0.0,0.0,0.000248706,0.002206932,0.046554765,0.006379946,0.002995442,1.03e-05,0.0,0.006419048,1.25e-06,0.0,4.75e-06,0.0,2.44e-06,0.0,7.1e-06,1.56e-06,0.0,0.0
CCIS41548810ST-4-0,0.002897556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83e-05,0.0,0.0,0.000945945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68e-06,7.7e-06,7.68e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6e-06,0.0,0.0,0.0,0.0,1.31e-05,2.82e-05,4.13e-06,0.0,0.0,0.0,0.0,8.02e-06,0.0,0.0,0.0,0.0,6.64e-07,0.0,6.53e-06,6.61e-07,0.0,7.85e-06,0.0,3.76e-06,0.0,0.0,7.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017178214,0.003805951,0.017440979,0.001067723,0.009274633,3.95e-06,0.0,0.0,0.000339767,0.0,0.0,0.0,3.51e-05,0.019246107,4.07e-06,0.00552726,0.000749905,0.000685425,0.001759211,0.0,0.000826185,0.0,0.0,0.010317544,7.43e-06,0.001524521,3.91e-05,0.004624613,0.002203171,3.16e-05,0.0
CCIS98512455ST-4-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016879908,0.0,2.85e-06,8.85e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009210765,0.000155659,0.003302654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21e-05,0.0,0.0,0.0,0.0,2.13e-05,3.65e-05,6.78e-06,0.0,0.0,0.0,0.0,1.57e-05,1.15e-05,0.0,4.17e-05,0.0,6.94e-06,2.07e-06,6.09e-06,4.66e-06,0.0,3.66e-05,6.19e-06,0.0,8.2e-06,0.0,7.78e-05,6.5e-06,1.97e-05,1.98e-05,6.02e-06,2.94e-05,0.000195258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000200159,0.0,0.0,0.0,0.0,0.001077627,0.007543012,0.005562411,0.008603515,0.0,0.0,0.0,0.00012327,0.022992877,3.44e-06,0.0,0.000194538,1.26e-05,0.0,3.45e-05,5.88e-06,9.81e-06,0.0,0.0,0.016387425,0.0,0.0,0.0,0.0,4.63e-06,0.0,0.0,3.61e-06,0.0,0.0
CCIS83445808ST-4-0,0.000349373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025515479,0.0,0.0,0.000599492,0.0,0.0,0.000562132,0.0,0.0,0.0,5.05e-06,0.0,0.0,0.000138927,9.66e-05,0.001723865,7.63e-05,2.51e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96e-06,1e-05,4.71e-06,3.43e-06,2.72e-05,1.14e-05,1.14e-06,5.03e-06,1.47e-05,4.98e-05,1.73e-06,0.0,5.74e-06,0.0,2.51e-05,0.0,7.73e-06,5.16e-06,6.35e-07,0.0,0.0,0.0,5.18e-06,6.96e-06,1.34e-05,4.7e-06,1e-05,2.18e-05,9.29e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23e-05,0.0,0.0,0.0,0.001685741,0.003247475,0.007987253,0.008386735,0.002744816,0.0,0.0,0.0,0.002694406,0.000218589,2.63e-06,0.0,5.97e-05,0.027519097,0.001692512,0.009943479,0.002552493,0.002573917,0.000654965,0.0,0.006597304,0.0,0.0,0.0,0.0,0.001069215,0.0,0.000673766,0.000275201,0.001091109,0.0
CCIS37250421ST-4-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000115996,7.2e-05,0.00145435,5.61e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85e-06,0.0,0.0,6.22e-05,8.98e-06,4.38e-06,9.09e-06,4.69e-06,6.07e-05,1.95e-05,5.59e-06,0.0,0.0,0.0,0.0,0.0,1.89e-05,0.0,4.43e-06,3.8e-06,0.0,3.74e-05,3.44e-06,9.08e-06,7.19e-06,4.43e-06,0.000103547,0.00011862,0.0,0.0,9.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61e-06,0.0,0.0,6.58e-06,0.04917253,0.018864213,0.031388748,0.004943984,0.0,0.0,0.0,0.001712183,5.24e-05,0.0,0.0,4.42e-05,0.02943753,0.00101807,0.083194552,0.001181492,0.01010166,0.000602123,0.0,0.008116373,0.0,1.27e-05,5.93e-05,0.0,4.47e-05,0.0,0.0,0.0,0.0,0.0
CCIS35092938ST-4-0,5.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59e-05,2.19e-05,0.0,0.010657924,0.000146661,0.001794354,3.56e-05,0.0,0.0,0.0,0.0,1.09e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05e-05,0.0,1.27e-05,4.37e-05,3.37e-05,0.0,2.37e-05,0.0,4.94e-05,1.66e-05,7.86e-06,1.29e-05,3.47e-05,0.0,6.31e-06,1.74e-05,5.37e-05,0.0,1.16e-05,0.0,5.45e-06,5.72e-05,4.23e-06,3.96e-05,4.68e-05,9.32e-06,0.000355401,0.001093541,0.0,4.77e-06,5.62e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09e-05,0.0,0.0,0.0,1.97e-05,0.006677415,0.014970243,0.006229023,0.009632156,0.0,0.0,0.0,0.006074587,2.88e-06,5.72e-06,0.0,5.67e-06,0.012639863,0.004903633,0.044787116,0.000415558,0.003482944,0.000350815,0.0,0.0,0.0,0.0,0.008497262,4e-06,0.002252699,0.0,0.00252609,3.2e-05,3.48e-05,0.0
CCIS50148151ST-4-0,0.0,0.0,0.0,2.77e-06,0.0,2.73e-06,0.0,4.78e-05,1.02e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.38e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.57e-06,0.0,0.0,0.0,0.0,0.000103411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001173,0.000282419,0.003125902,0.000144734,0.0,1.08e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44e-06,0.000323088,9.15e-05,0.0,3.05e-06,0.0,6.78e-06,0.0,0.0,0.0,0.000217674,3.83e-06,2.89e-06,4e-06,6.07e-05,3.57e-05,1.65e-05,2.38e-05,4.99e-06,9.51e-05,0.000145154,0.000200834,0.0,5.94e-05,0.000981757,0.011168466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-05,0.0,0.0,0.0,1.02e-05,0.001752825,0.010431293,0.000680915,0.037871084,0.0,0.0,0.0,2.27e-05,0.0,0.0,0.0,0.000665067,0.0,0.0,7.65e-06,0.0,5.02e-06,0.001831023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97e-05,0.0,0.0,0.0,0.0
CCIS62605362ST-3-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28e-06,0.0,1.15e-06,0.0,0.0,0.0,0.0,0.0,2.26e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.003578246,0.0,0.0,0.0,0.0,0.0,0.000576308,1.66e-06,2.78e-05,0.0,0.000467773,0.0,2.72e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67e-06,3.12e-06,1.26e-05,0.0,5.87e-06,0.0,0.0,0.0,0.0,7.14e-06,0.0,2.25e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81e-06,0.0,1.93e-06,0.0,0.0,4.59e-06,1.17e-05,0.0,0.0,0.0,4.85e-06,0.0,3.93e-05,0.0,0.0,0.0,0.0,3.49e-05,0.0,0.0,0.0,0.006668923,0.007086461,0.001272785,0.003653869,0.002302226,0.0,0.0,0.0,0.001269344,0.0,0.0,0.0,6.32e-05,0.029825544,0.009305949,0.001229237,0.000821841,0.000378764,0.002409018,0.0,0.006859066,5.74e-06,0.0,0.0,0.0,0.000416595,1.86e-05,1.38e-05,0.001129854,3.72e-06,0.0
CCIS87252800ST-4-0,2.22e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06e-05,0.0,0.0,4.39e-05,0.0,0.0,8.38e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000558759,0.0,0.000149255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38e-05,0.0,0.0,0.0,4.56e-05,0.0,1.6e-05,2.28e-06,9.33e-06,1.9e-05,9.48e-06,9.43e-06,1.05e-06,8.5e-05,2.99e-05,1.55e-05,0.000151634,4.63e-05,6.35e-05,0.000134586,6.35e-06,5.88e-06,0.0,9.37e-06,3.83e-06,0.0,1.55e-05,0.000224396,0.0,0.0,2.87e-05,0.0,2.88e-05,0.0,0.0,0.0,0.0,0.0,9.1e-05,0.0,0.0,0.0,0.012172811,7.96e-05,0.001293014,0.002517294,9.88e-05,0.0,0.0,0.0,0.0,6.97e-06,0.0,0.0,0.000114641,0.000185103,5.49e-05,7.5e-05,2.95e-05,0.000485605,0.0,0.0,0.001950988,1.77e-05,0.0,6.49e-05,8.86e-06,0.002063949,0.000350448,0.011079684,0.000136025,8.57e-05,0.0
CCIS22958137ST-20-0,0.000582298,6.03e-06,0.00013616,0.0,0.0,0.0,0.0,0.0,3.25e-06,1.96e-06,9.25e-06,1.77e-06,1.51e-06,3.03e-06,0.0,0.0,1.51e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87e-05,0.0,0.0,0.000112937,0.0,0.0,0.000738238,0.0,0.0,0.0,0.0,0.000294119,0.0,0.000373602,0.000216419,0.00059147,5.22e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99e-05,4.57e-05,9.99e-06,1.03e-05,1.42e-05,2e-05,3.02e-06,6.73e-06,0.0,2.38e-05,6.45e-06,1.32e-05,0.0,1e-05,1.62e-06,0.0,1.88e-06,1.8e-05,9.23e-06,3.65e-06,3.05e-06,7.41e-06,2.51e-05,1.83e-05,1.26e-05,2.44e-05,5.96e-06,1.92e-05,0.000503515,0.000256249,0.0,1.16e-05,0.0,0.0,1.95e-05,0.0,0.0,0.0,0.0,9.23e-05,0.0,0.0,2.21e-05,0.000610858,0.00072982,0.000157204,0.002050121,0.001792852,0.0,0.0,0.0,0.000247344,0.0,0.0,0.0,4.32e-05,3.13e-06,0.000270327,0.002429611,1.9e-05,0.001434153,0.027077585,0.0,0.004309414,7.88e-06,0.0,4.9e-06,0.0,1.35e-05,0.0,3.39e-05,0.00144928,4.24e-05,0.0
CCIS48507077ST-4-0,0.001047965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24e-05,0.0,8.32e-06,0.0,0.0,0.0,0.0,0.000367954,3.86e-05,0.0,0.0,0.0,0.0,0.004506278,3.87e-05,0.000147985,5.07e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31e-06,0.0,0.0,5.34e-06,1.07e-05,5.37e-05,0.0,1.05e-05,1.08e-05,1.23e-05,3.05e-05,6.46e-06,2.82e-05,1.66e-06,5.85e-06,5.94e-06,1.66e-05,5.46e-05,2.53e-05,1.05e-05,2.09e-05,2e-05,2.82e-05,2.83e-06,0.0,5.26e-06,7.56e-06,6.53e-05,8.59e-05,0.0,1.11e-05,0.0,5.2e-06,2.98e-05,1.92e-05,0.0,5.43e-06,0.00021282,0.0,0.0,0.0,0.0,0.0,0.001619447,0.000155368,7.96e-05,7.58e-05,0.005758533,2.16e-05,0.0,0.0,0.000116989,0.002892157,0.0,0.0,0.000369091,2.63e-05,0.000267425,0.002087469,5.26e-05,0.002152297,0.000687832,0.0,4.11e-05,0.0,2.74e-06,0.000911604,0.0,6.12e-05,5.18e-06,4.46e-06,5.51e-06,7.56e-06,0.0
CCIS32105356ST-4-0,0.002281841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.14e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142306296,0.0,0.0,0.0,3.78e-06,0.0,0.0,0.0,0.0,0.0,2.58e-06,2.29e-05,0.0,9.36e-05,2.66e-05,0.000347044,1.33e-05,7.89e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39e-05,0.0,1.94e-06,1.4e-05,3.18e-06,4.54e-06,5.72e-06,0.0,1.78e-05,8.05e-07,0.0,2.95e-06,7.55e-06,0.0,0.0,0.0,0.0,4.56e-06,0.0,0.0,0.0,3.21e-05,0.0,0.0,0.0,0.0,4.04e-05,2.86e-05,0.0,5.73e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32e-06,0.0,0.0,0.0,0.003192266,0.011333452,0.012727648,0.006179083,0.008826053,0.0,0.0,0.0,0.001119526,0.0,0.0,0.0,2.57e-06,0.004959524,0.001619872,0.040762712,0.004815415,0.004891239,1.86e-05,0.0,0.00301093,0.0,0.0,0.0,0.0,0.00077467,4.22e-05,0.000604191,8.08e-06,5.96e-06,0.0
CCIS81710917ST-20-0,0.000781524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21e-06,0.0,1.11e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11e-05,0.0,0.0,0.0,0.01905325,0.0,0.0,0.0,1.21e-06,0.0,0.000582904,2.59e-06,1.57e-05,4.91e-06,5.73e-05,0.0,0.0,0.0,0.0,1.11e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002011966,0.003555085,0.000734547,6.41e-06,2.72e-05,6.15e-05,5.76e-06,1.11e-05,2.35e-06,1.21e-05,3.26e-06,0.0,3.25e-06,1e-05,2.95e-06,2.35e-06,0.0,2.98e-05,1.53e-05,1.71e-05,1.47e-05,0.0,2.93e-05,0.0,0.0,9.25e-06,0.0,6.39e-06,0.000235134,0.0,0.0,0.0,2.41e-06,2.41e-06,0.0,0.0,0.0,0.0,2.36e-06,0.0,0.0,0.0,0.0,6.41e-06,0.004575475,6.15e-05,0.004479068,0.000172113,0.003518916,0.0,0.0,0.049330425,0.0,0.0,0.0,0.000367371,0.0,0.0,1.08e-05,0.0,0.0,1.95e-05,0.0,0.030982549,0.00351094,2.24e-06,0.052705568,2.01e-05,0.001497565,0.00075431,0.105140095,0.002018531,0.000332043,0.0
CCIS16326685ST-4-0,0.04053926,3.06e-05,8.45e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77e-05,0.0,0.0,2.9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.058443314,0.0,2.38e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001305763,6.49e-05,0.000256824,6.65e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01e-05,0.0,0.0,0.0,8.9e-06,8.19e-06,0.0,3.47e-06,1.24e-05,2.63e-05,1.88e-05,1.25e-05,1.38e-05,3.96e-06,1.48e-05,5.17e-06,0.0,5.42e-05,3.91e-05,7.49e-06,3.6e-06,0.0,0.0,0.0,3.07e-05,0.0,0.0,7.14e-06,3.64e-05,0.0,2.57e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91e-05,0.0,0.0,4.99e-05,0.004344648,0.002823635,0.025931948,0.000616055,0.0,0.0,0.0,0.00866107,0.000100472,0.0,0.0,0.00050503,0.006402936,3.78e-06,0.000346819,3.06e-05,0.000229677,0.001494495,0.0,1.67e-05,0.0,0.000485594,0.018531233,2.69e-06,0.005865326,3.47e-05,0.036031486,0.000321617,7.31e-05,0.0
CCIS53043478ST-4-0,1.89e-05,3.26e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48e-06,4.6e-05,8.49e-06,0.0,0.0,0.0,0.0,3.74e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010401918,0.0,0.0,0.000353501,0.0,0.0,0.000897573,1.16e-05,0.0,0.0,0.0,0.0,0.0,0.000184134,1.35e-05,1.65e-05,1.25e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000137061,2.5e-05,1.46e-05,4.4e-06,8.25e-05,0.0,0.0,1.88e-06,0.0,0.0,6.85e-06,6.19e-06,0.0,0.0,0.0,0.0,0.0,6.71e-06,0.0,0.0,1.88e-06,2.27e-06,0.0,0.0,0.0,4.84e-06,0.0,0.0,6.23e-06,0.0,1.45e-05,0.0,0.000176839,0.000180961,0.000206147,0.000549433,0.0,0.0,0.0,0.000901273,0.0,0.0,0.0,0.019308286,0.01100096,0.006650722,0.004709995,0.00773303,0.000122534,0.0,0.0,0.001022154,0.0,0.0,0.0,0.000182611,0.001349898,0.000279948,0.002546979,2.02e-05,0.00387274,0.000697188,0.0,0.001088556,4.93e-06,0.0,0.001634394,0.0,0.005152948,4.6e-06,0.003294649,3.91e-05,2.48e-05,0.0
CCIS98832363ST-4-0,0.030550187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053366268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33e-06,0.0,0.0,0.0,0.0,1.52e-05,0.0,5.55e-05,0.0,1.14e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-06,0.0,1.22e-05,0.0,1.9e-05,3.2e-06,9.41e-06,0.0,0.0,2.08e-05,3.55e-06,3.44e-05,3.62e-06,2.08e-06,1.38e-05,2.14e-05,1.12e-05,5.43e-06,0.0,1.21e-05,3.28e-06,6.8e-06,0.0,0.0,4.26e-06,7.98e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001266028,0.022889089,0.004803239,0.004304481,0.002348433,0.0,0.0,0.0,0.008970739,0.0,0.0,0.0,0.0,0.017438302,3.5e-06,5.6e-05,0.00023323,0.000875602,9.93e-05,0.0,7.93e-05,0.0,0.0,3.21e-06,0.0,0.011307667,2.45e-05,3.17e-06,0.0,0.0,0.0
